UDI,Product ID,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,rpm_boxcox,power,temp_diff 
6328,L53507,L,300.6,310.0,49.5,174,0,0,0,0,0,0,0.3159543069018685,15.63973819164249,9.399999999999977
6329,L53508,L,300.7,310.0,29.7,176,0,0,0,0,0,0,0.3159543069149127,9.383842915372908,9.300000000000011
6330,M21189,M,300.7,310.0,34.6,178,0,0,0,0,0,0,0.31595430691370374,10.93201901921415,9.300000000000011
6331,M21190,M,300.5,310.0,37.0,181,0,0,0,0,0,0,0.3159543069110263,11.690309355707972,9.5
6332,H35745,H,300.5,310.0,47.4,184,0,0,0,0,0,0,0.3159543069064942,14.976234147367823,9.5
6333,M21192,M,300.5,309.9,19.8,189,0,0,0,0,0,0,0.31595430692338095,6.255895277082943,9.399999999999977
6334,M21193,M,300.4,309.9,31.8,192,0,0,0,0,0,0,0.31595430690112813,10.047346959455876,9.5
6335,M21194,M,300.4,309.8,30.4,195,0,0,0,0,0,0,0.31595430691677623,9.605010930269996,9.400000000000034
6336,M21195,M,300.4,309.8,43.4,198,0,0,0,0,0,0,0.3159543069022306,13.712416919556807,9.400000000000034
6337,L53516,L,300.4,309.8,48.1,201,0,0,0,0,0,0,0.31595430689958043,15.19740216186982,9.400000000000034
6338,M21197,M,300.4,309.8,43.6,203,0,0,0,0,0,0,0.31595430690258747,13.775607780952814,9.400000000000034
6339,L53518,L,300.4,309.9,28.6,206,0,0,0,0,0,0,0.31595430691524656,9.036293177776052,9.5
6340,L53519,L,300.5,310.0,48.6,208,0,0,0,0,0,0,0.3159543069036954,15.355379315519597,9.5
6341,H35754,H,300.5,309.9,45.9,210,1,1,0,0,0,0,0.31595430689973936,14.502302686698036,9.399999999999977
6342,M21201,M,300.4,309.8,47.2,0,0,0,0,0,0,0,0.31595430690157494,14.913043285754338,9.400000000000034
6343,M21202,M,300.3,309.8,42.0,3,0,0,0,0,0,0,0.31595430690321696,13.270080889935112,9.5
6344,L53523,L,300.2,309.8,23.0,6,0,0,0,0,0,0,0.31595430691976084,7.266949059154499,9.600000000000023
6345,H35758,H,300.2,309.8,47.7,8,0,0,0,0,0,0,0.3159543068978527,15.071020439027574,9.600000000000023
6346,L53525,L,300.2,309.8,29.6,13,0,0,0,0,0,0,0.3159543069140645,9.35224748465631,9.600000000000023
6347,L53526,L,300.2,309.7,60.7,15,0,0,0,0,0,0,0.3159543068880114,19.178426428102295,9.5
6348,L53527,L,300.2,309.7,44.6,17,0,0,0,0,0,0,0.31595430690157494,14.091562087810242,9.5
6349,L53528,L,300.2,309.8,33.8,19,0,0,0,0,0,0,0.3159543069099006,10.67925557355464,9.600000000000023
6350,L53529,L,300.1,309.8,35.2,21,0,0,0,0,0,0,0.31595430690714155,11.121591603131384,9.699999999999989
6351,L53530,L,300.1,309.7,49.1,23,0,0,0,0,0,0,0.31595430689681503,15.513356468633619,9.599999999999966
6352,L53531,L,300.0,309.7,47.1,25,0,0,0,0,0,0,0.3159543069091283,14.881447855419943,9.699999999999989
6353,L53532,L,300.0,309.6,38.8,27,0,0,0,0,0,0,0.31595430690655385,12.259027107974289,9.600000000000023
6354,M21213,M,300.0,309.6,42.0,29,0,0,0,0,0,0,0.3159543069062538,13.27008089006266,9.600000000000023
6355,L53534,L,300.1,309.6,34.8,32,0,0,0,0,0,0,0.31595430691029996,10.995209880478438,9.5
6356,L53535,L,300.1,309.7,37.9,34,0,0,0,0,0,0,0.315954306905641,11.974668231723795,9.599999999999966
6357,M21216,M,300.1,309.7,48.4,36,0,0,0,0,0,0,0.31595430690150106,15.292188454032651,9.599999999999966
6358,L53537,L,300.2,309.8,54.8,39,0,0,0,0,0,0,0.31595430689981846,17.31429601811005,9.600000000000023
6359,M21218,M,300.2,309.8,45.7,41,0,0,0,0,0,0,0.31595430690468895,14.439111825544286,9.600000000000023
6360,L53539,L,300.1,309.8,56.7,44,0,0,0,0,0,0,0.3159543069022306,17.914609201356477,9.699999999999989
6361,L53540,L,300.1,309.7,40.1,46,0,0,0,0,0,0,0.31595430690300896,12.66976770681066,9.599999999999966
6362,M21221,M,300.1,309.7,57.3,48,0,0,0,0,0,0,0.31595430689555537,18.104181785115323,9.599999999999966
6363,L53542,L,300.0,309.6,28.7,51,0,0,0,0,0,0,0.3159543069171978,9.067888608523576,9.600000000000023
6364,M21223,M,300.0,309.6,36.2,53,0,0,0,0,0,0,0.3159543069127434,11.437545910241312,9.600000000000023
6365,M21224,M,299.9,309.6,41.7,56,0,0,0,0,0,0,0.31595430690613263,13.175294597985731,9.700000000000045
6366,M21225,M,299.9,309.5,57.9,59,0,0,0,0,0,0,0.3159543069009018,18.293754369562215,9.600000000000023
6367,M21226,M,299.9,309.5,18.1,62,0,0,0,0,0,0,0.3159543069245708,5.718772955334733,9.600000000000023
6368,L53547,L,300.0,309.6,33.1,65,0,0,0,0,0,0,0.31595430691059395,10.45808755874066,9.600000000000023
6369,M21228,M,300.0,309.6,48.7,67,0,0,0,0,0,0,0.3159543069017221,15.386974746113868,9.600000000000023
6370,H35783,H,300.0,309.5,24.9,70,0,0,0,0,0,0,0.3159543069185027,7.867262242270717,9.5
6371,L53550,L,300.1,309.6,46.9,75,0,0,0,0,0,0,0.31595430689296616,14.818256993280112,9.5
6372,L53551,L,300.1,309.6,36.7,77,0,0,0,0,0,0,0.3159543069093373,11.59552306357268,9.5
6373,M21232,M,300.0,309.5,22.4,79,0,0,0,0,0,0,0.3159543069210331,7.077376475031141,9.5
6374,H35787,H,300.0,309.5,28.9,82,0,0,0,0,0,0,0.31595430691710163,9.131079469904236,9.5
6375,L53554,L,300.0,309.5,38.8,87,0,0,0,0,0,0,0.31595430690714155,12.259027107997092,9.5
6376,H35789,H,300.0,309.6,32.3,89,0,0,0,0,0,0,0.31595430691320975,10.205324113296674,9.600000000000023
6377,L53556,L,300.0,309.6,28.7,94,0,0,0,0,0,0,0.3159543069157158,9.067888608481043,9.600000000000023
6378,L53557,L,300.1,309.6,37.0,96,0,0,0,0,0,0,0.3159543069090757,11.6903093556358,9.5
6379,L53558,L,300.0,309.6,44.6,98,0,0,0,0,0,0,0.3159543069076001,14.091562088078966,9.600000000000023
6380,L53559,L,300.1,309.7,45.9,100,0,0,0,0,0,0,0.3159543069058882,14.502302686980268,9.599999999999966
6381,L53560,L,300.2,309.8,55.0,102,0,0,0,0,0,0,0.3159543069022306,17.377486879622683,9.600000000000023
6382,L53561,L,300.2,309.7,27.1,104,0,0,0,0,0,0,0.3159543069182109,8.562361717483515,9.5
6383,L53562,L,300.2,309.8,41.9,106,0,0,0,0,0,0,0.315954306905641,13.238485459346359,9.600000000000023
6384,H35797,H,300.2,309.7,43.8,108,0,0,0,0,0,0,0.315954306905765,13.838798642472506,9.5
6385,H35798,H,300.1,309.6,45.1,113,0,0,0,0,0,0,0.31595430690449366,14.249539241392664,9.5
6386,L53565,L,300.1,309.7,48.3,118,0,0,0,0,0,0,0.31595430690074977,15.260593023306212,9.599999999999966
6387,L53566,L,300.2,309.7,34.3,120,0,0,0,0,0,0,0.31595430691430054,10.837232727160508,9.5
6388,M21247,M,300.2,309.8,39.2,122,0,0,0,0,0,0,0.3159543069060108,12.385408830715624,9.600000000000023
6389,H35802,H,300.3,309.9,46.6,125,0,0,0,0,0,0,0.3159543069073147,14.723470701880865,9.599999999999966
6390,H35803,H,300.3,309.9,30.1,130,0,0,0,0,0,0,0.3159543069150991,9.510224638144484,9.599999999999966
6391,L53570,L,300.3,309.8,55.0,135,0,0,0,0,0,0,0.3159543069036277,17.37748687969952,9.5
6392,M21251,M,300.2,309.7,43.0,137,0,0,0,0,0,0,0.3159543069009775,13.586035196742031,9.5
6393,L53572,L,300.1,309.7,33.8,140,0,0,0,0,0,0,0.31595430691520987,10.679255573734093,9.599999999999966
6394,L53573,L,300.2,309.7,30.5,142,0,0,0,0,0,0,0.3159543069151361,9.636606360911651,9.5
6395,M21254,M,300.2,309.7,44.0,144,0,0,0,0,0,0,0.31595430690059684,13.901989503626261,9.5
6396,M21255,M,300.1,309.6,52.1,147,0,0,0,0,0,0,0.31595430689802195,16.461219389386944,9.5
6397,L53576,L,300.0,309.6,46.4,150,0,0,0,0,0,0,0.31595430690826937,14.660279840543698,9.600000000000023
6398,M21257,M,300.0,309.6,32.6,152,0,0,0,0,0,0,0.3159543069113555,10.30011040531019,9.600000000000023
6399,L53578,L,300.1,309.7,58.2,155,0,0,0,0,0,0,0.3159543068958299,18.3885406613373,9.599999999999966
6400,M21259,M,300.1,309.6,38.0,157,0,0,0,0,0,0,0.3159543069068497,12.00626366246029,9.5
6401,L53580,L,300.1,309.7,35.8,160,0,0,0,0,0,0,0.31595430691199616,11.311164187449462,9.599999999999966
6402,M21261,M,300.0,309.6,39.7,162,0,0,0,0,0,0,0.3159543069106909,12.543385984354428,9.600000000000023
6403,M21262,M,300.1,309.6,36.7,165,0,0,0,0,0,0,0.3159543069112151,11.595523063641595,9.5
6404,L53583,L,300.1,309.6,33.6,168,0,0,0,0,0,0,0.3159543069140249,10.616064712311235,9.5
6405,M21264,M,300.2,309.7,61.4,170,0,0,0,0,0,0,0.31595430687552417,19.399594442157184,9.5
6406,L53585,L,300.1,309.7,17.5,173,0,0,0,0,0,0,0.315954306925802,5.529200371201535,9.599999999999966
6407,L53586,L,300.2,309.8,45.6,175,0,0,0,0,0,0,0.31595430690826937,14.407516395017083,9.600000000000023
6408,M21267,M,300.3,309.9,29.0,177,0,0,0,0,0,0,0.3159543069124397,9.16267490046075,9.599999999999966
6409,L53588,L,300.3,309.9,31.7,180,0,0,0,0,0,0,0.31595430691199616,10.015751529110279,9.599999999999966
6410,L53589,L,300.3,310.0,40.8,182,0,0,0,0,0,0,0.3159543069100514,12.890935721930095,9.699999999999989
6411,L53590,L,300.4,310.1,41.9,184,0,0,0,0,0,0,0.3159543069092331,13.238485459496866,9.700000000000045
6412,M21271,M,300.4,310.0,42.3,186,0,0,0,0,0,0,0.3159543069100514,13.364867182295173,9.600000000000023
6413,L53592,L,300.4,310.0,44.2,189,0,0,0,0,0,0,0.3159543069017221,13.965180365056117,9.600000000000023
6414,L53593,L,300.4,310.1,33.5,191,0,0,0,0,0,0,0.31595430691257054,10.584469281571113,9.700000000000045
6415,M21274,M,300.4,310.1,35.1,193,0,0,0,0,0,0,0.315954306904098,11.089996172333839,9.700000000000045
6416,L53595,L,300.4,310.1,42.2,196,0,0,0,0,0,0,0.3159543069069669,13.333271751474005,9.700000000000045
6417,H35830,H,300.4,310.1,38.0,198,0,0,0,0,0,0,0.3159543069058267,12.006263662421414,9.700000000000045
6418,L53597,L,300.3,309.9,39.9,203,0,0,0,0,0,0,0.315954306909023,12.606576845670016,9.599999999999966
6419,H35832,H,300.3,309.9,52.1,205,0,0,0,0,0,0,0.31595430690036574,16.461219389509054,9.599999999999966
6420,H35833,H,300.3,309.9,46.7,210,1,1,0,0,0,0,0.31595430689950055,14.755066132206677,9.599999999999966
6421,L53600,L,300.3,309.9,36.4,0,0,0,0,0,0,0,0.3159543069078256,11.500736771444851,9.599999999999966
6422,L53601,L,300.3,309.9,41.4,2,0,0,0,0,0,0,0.31595430690832416,13.080508306004619,9.599999999999966
6423,L53602,L,300.3,309.9,55.3,4,0,0,0,0,0,0,0.3159543068981062,17.47227317146527,9.599999999999966
6424,M21283,M,300.3,310.0,37.5,6,0,0,0,0,0,0,0.3159543069088639,11.848286509082396,9.699999999999989
6425,M21284,M,300.3,310.0,43.2,9,0,0,0,0,0,0,0.3159543069006734,13.649226058109091,9.699999999999989
6426,L53605,L,300.3,309.9,56.1,12,0,0,0,0,0,0,0.3159543068994205,17.72503661705749,9.599999999999966
6427,L53606,L,300.2,309.7,36.8,14,0,0,0,0,0,0,0.3159543069034916,11.627118494048489,9.5
6428,L53607,L,300.2,309.8,49.3,16,0,0,0,0,0,0,0.31595430690135257,15.57654733023668,9.600000000000023
6429,M21288,M,300.2,309.8,24.1,18,0,0,0,0,0,0,0.31595430691735643,7.614498796708291,9.600000000000023
6430,M21289,M,300.2,309.8,47.4,21,0,0,0,0,0,0,0.31595430689950055,14.976234147036326,9.600000000000023
6431,L53610,L,300.3,309.8,39.2,24,0,0,0,0,0,0,0.3159543069081041,12.385408830797681,9.5
6432,L53611,L,300.2,309.8,59.4,26,0,0,0,0,0,0,0.31595430689601145,18.76768582962308,9.600000000000023
6433,M21292,M,300.3,309.9,46.5,28,0,0,0,0,0,0,0.31595430690342324,14.691875271009181,9.599999999999966
6434,L53613,L,300.3,309.9,34.0,31,0,0,0,0,0,0,0.31595430691054527,10.74244643495854,9.599999999999966
6435,M21294,M,300.3,309.9,38.5,33,0,0,0,0,0,0,0.31595430690643433,12.164240815897722,9.599999999999966
6436,L53615,L,300.3,309.9,34.1,36,0,0,0,0,0,0,0.31595430691287185,10.77404186572893,9.599999999999966
6437,L53616,L,300.4,310.0,26.1,38,0,0,0,0,0,0,0.31595430691815174,8.24640741056376,9.600000000000023
6438,L53617,L,300.4,310.0,66.1,40,0,0,0,0,0,0,0.31595430688881354,20.884579685350573,9.600000000000023
6439,L53618,L,300.4,310.0,30.3,42,0,0,0,0,0,0,0.3159543069110737,9.573415499405533,9.600000000000023
6440,L53619,L,300.6,310.1,32.7,44,0,0,0,0,0,0,0.31595430691430054,10.331705836097628,9.5
6441,L53620,L,300.6,310.2,31.7,46,0,0,0,0,0,0,0.3159543069139851,10.015751529173327,9.599999999999966
6442,L53621,L,300.7,310.2,31.4,48,0,0,0,0,0,0,0.3159543069136225,9.920965237087746,9.5
6443,L53622,L,300.7,310.2,54.8,50,0,0,0,0,0,0,0.31595430689555537,17.314296017876433,9.5
6444,L53623,L,300.8,310.3,33.3,52,0,0,0,0,0,0,0.3159543069088639,10.521278420065167,9.5
6445,M21304,M,300.8,310.3,61.0,54,0,0,0,0,0,0,0.31595430688742715,19.273212720133056,9.5
6446,L53625,L,300.7,310.3,34.4,57,0,0,0,0,0,0,0.31595430691453297,10.868828157859934,9.600000000000023
6447,M21306,M,300.7,310.3,40.2,59,0,0,0,0,0,0,0.3159543069050108,12.701363137581435,9.600000000000023
6448,L53627,L,300.6,310.1,45.8,62,0,0,0,0,0,0,0.31595430689452675,14.470707255769325,9.5
6449,H35862,H,300.7,310.2,24.8,64,0,0,0,0,0,0,0.31595430692098686,7.835666811640475,9.5
6450,L53629,L,300.6,310.2,44.6,69,0,0,0,0,0,0,0.3159543069078816,14.091562088091521,9.599999999999966
6451,L53630,L,300.6,310.2,47.3,71,0,0,0,0,0,0,0.3159543068981902,14.944638716284397,9.599999999999966
6452,L53631,L,300.7,310.2,27.5,73,0,0,0,0,0,0,0.31595430691578663,8.688743440184133,9.5
6453,L53632,L,300.7,310.1,50.8,75,0,0,0,0,0,0,0.31595430689802195,16.050478790419515,9.400000000000034
6454,L53633,L,300.7,310.2,24.2,77,0,0,0,0,0,0,0.31595430691923015,7.64609422744537,9.5
6455,L53634,L,300.7,310.1,32.8,79,0,0,0,0,0,0,0.3159543069118608,10.363301266709033,9.400000000000034
6456,L53635,L,300.7,310.1,40.2,81,0,0,0,0,0,0,0.31595430691029996,12.70136313779406,9.400000000000034
6457,L53636,L,300.7,310.2,50.6,83,0,0,0,0,0,0,0.31595430689893506,15.987287929086115,9.5
6458,L53637,L,300.7,310.0,48.0,85,0,0,0,0,0,0,0.31595430689958043,15.16580673117986,9.300000000000011
6459,M21318,M,300.6,310.0,62.9,87,0,0,0,0,0,0,0.31595430689100773,19.873525903444385,9.399999999999977
6460,M21319,M,300.6,310.0,55.2,90,0,0,0,0,0,0,0.31595430689973936,17.440677740865613,9.399999999999977
6461,L53640,L,300.6,310.0,52.9,93,0,0,0,0,0,0,0.3159543068921559,16.713982834595047,9.399999999999977
6462,L53641,L,300.6,310.0,35.9,95,0,0,0,0,0,0,0.3159543069070835,11.342759617964296,9.399999999999977
6463,H35876,H,300.6,310.0,44.0,97,0,0,0,0,0,0,0.315954306905765,13.90198950385366,9.399999999999977
6464,H35877,H,300.5,310.0,60.4,102,0,0,0,0,0,0,0.31595430689646065,19.083640136546222,9.5
6465,M21324,M,300.5,309.9,27.0,107,0,0,0,0,0,0,0.31595430691710163,8.530766286761745,9.399999999999977
6466,M21325,M,300.5,309.8,48.5,110,0,0,0,0,0,0,0.31595430690120313,15.323783884708352,9.300000000000011
6467,L53646,L,300.4,309.7,31.1,113,0,0,0,0,0,0,0.31595430691726145,9.826178945126832,9.300000000000011
6468,L53647,L,300.4,309.7,27.4,115,0,0,0,0,0,0,0.3159543069156446,8.657148009488662,9.300000000000011
6469,L53648,L,300.5,309.8,42.5,117,0,0,0,0,0,0,0.3159543069071994,13.428058043555975,9.300000000000011
6470,M21329,M,300.4,309.6,35.0,119,0,0,0,0,0,0,0.31595430690799314,11.05840074177976,9.200000000000045
6471,L53650,L,300.4,309.6,54.5,122,0,0,0,0,0,0,0.315954306898274,17.21950972595593,9.200000000000045
6472,L53651,L,300.4,309.6,38.5,124,0,0,0,0,0,0,0.3159543069081041,12.164240815962009,9.200000000000045
6473,H35886,H,300.4,309.6,33.6,126,0,0,0,0,0,0,0.31595430691059395,10.616064712195957,9.200000000000045
6474,H35887,H,300.4,309.5,50.7,131,0,0,0,0,0,0,0.31595430690938925,16.018883360306035,9.100000000000023
6475,M21334,M,300.5,309.7,54.3,136,0,0,0,0,0,0,0.3159543068954633,17.156318864423653,9.199999999999989
6476,L53655,L,300.5,309.7,30.2,139,0,0,0,0,0,0,0.3159543069100514,9.54182006868355,9.199999999999989
6477,L53656,L,300.5,309.7,48.6,141,0,0,0,0,0,0,0.31595430689868903,15.355379315276288,9.199999999999989
6478,L53657,L,300.5,309.7,24.6,143,0,0,0,0,0,0,0.31595430692011817,7.772475950234908,9.199999999999989
6479,L53658,L,300.5,309.8,29.1,145,1,0,0,0,0,0,0.3159543069145714,9.194270331214028,9.300000000000011
6480,L53659,L,300.6,309.8,42.7,147,0,0,0,0,0,0,0.31595430690135257,13.491248904687755,9.199999999999989
6481,L53660,L,300.7,309.9,26.6,149,0,0,0,0,0,0,0.31595430691832843,8.404384564027536,9.199999999999989
6482,L53661,L,300.7,309.8,48.4,151,0,0,0,0,0,0,0.315954306900443,15.292188453981442,9.100000000000023
6483,L53662,L,300.6,309.9,43.7,153,0,0,0,0,0,0,0.3159543069055788,13.807203211773794,9.299999999999955
6484,L53663,L,300.7,309.9,45.3,155,0,0,0,0,0,0,0.3159543069009018,14.312730102610852,9.199999999999989
6485,H35898,H,300.6,309.8,22.5,157,0,0,0,0,0,0,0.3159543069217889,7.10897190574025,9.199999999999989
6486,L53665,L,300.6,309.8,37.6,162,0,0,0,0,0,0,0.31595430691320975,11.879881939936688,9.199999999999989
6487,L53666,L,300.5,309.8,21.4,164,0,0,0,0,0,0,0.31595430692233023,6.761422168137867,9.300000000000011
6488,H35901,H,300.6,309.8,36.2,166,0,0,0,0,0,0,0.3159543069090757,11.437545910108541,9.199999999999989
6489,L53668,L,300.7,309.8,54.4,171,0,0,0,0,0,0,0.31595430689385356,17.187914295025635,9.100000000000023
6490,M21349,M,300.7,309.8,38.8,173,0,0,0,0,0,0,0.3159543069061933,12.2590271079603,9.100000000000023
6491,L53670,L,300.7,309.9,44.5,176,0,0,0,0,0,0,0.3159543068986065,14.059966656987989,9.199999999999989
6492,L53671,L,300.8,310.0,52.7,178,0,0,0,0,0,0,0.31595430690481824,16.650791973883923,9.199999999999989
6493,M21352,M,300.8,309.9,46.0,180,0,0,0,0,0,0,0.31595430690321696,14.533898117547981,9.099999999999966
6494,L53673,L,300.7,309.8,53.1,183,0,0,0,0,0,0,0.31595430689690296,16.777173696225546,9.100000000000023
6495,L53674,L,300.6,309.7,33.2,185,0,0,0,0,0,0,0.3159543069127003,10.489682989501652,9.099999999999966
6496,M21355,M,300.6,309.8,31.1,187,0,0,0,0,0,0,0.3159543069157158,9.826178945078762,9.199999999999989
6497,L53676,L,300.7,309.9,27.0,190,0,0,0,0,0,0,0.31595430691944537,8.530766286825026,9.199999999999989
6498,L53677,L,300.8,309.9,65.3,192,1,0,0,0,1,0,0.31595430689205317,20.631816240051073,9.099999999999966
6499,H35912,H,300.8,309.9,19.2,194,0,0,0,0,0,0,0.3159543069241878,6.066322692944405,9.099999999999966
6500,L53679,L,300.9,310.0,26.8,199,0,0,0,0,0,0,0.3159543069148752,8.467575425318655,9.100000000000023
6501,M21360,M,300.9,310.0,46.6,201,0,0,0,0,0,0,0.31595430690120313,14.723470701596066,9.100000000000023
6502,M21361,M,300.9,310.0,36.0,204,0,0,0,0,0,0,0.31595430691195114,11.37435504883024,9.100000000000023
6503,L53682,L,300.9,310.0,13.7,207,0,0,0,0,0,0,0.3159543069298026,4.328574004938295,9.100000000000023
6504,M21363,M,300.9,309.9,42.9,209,0,0,0,0,0,0,0.315954306904624,13.55443976620837,9.0
6505,M21364,M,301.0,310.1,27.4,212,0,0,0,0,0,0,0.31595430691524656,8.657148009477755,9.100000000000023
6506,L53685,L,301.1,310.1,39.6,215,0,0,0,0,0,0,0.315954306904098,12.51179055340228,9.0
6507,H35920,H,301.0,310.1,44.1,217,0,0,0,0,0,0,0.3159543069038976,13.933584934461884,9.100000000000023
6508,L53687,L,301.0,310.1,32.6,0,0,0,0,0,0,0,0.31595430690995097,10.300110405264402,9.100000000000023
6509,H35922,H,301.0,310.1,30.7,2,0,0,0,0,0,0,0.3159543069177602,9.699797222375238,9.100000000000023
6510,L53689,L,301.1,310.1,36.8,7,0,0,0,0,0,0,0.3159543069102505,11.627118494297218,9.0
6511,L53690,L,301.1,310.2,55.3,9,0,0,0,0,0,0,0.31595430690396453,17.472273171789237,9.099999999999966
6512,M21371,M,301.2,310.1,15.7,11,0,0,0,0,0,0,0.3159543069273057,4.960482618758699,8.900000000000034
6513,M21372,M,301.1,310.0,48.1,14,0,0,0,0,0,0,0.31595430690244536,15.197402162007622,8.899999999999977
6514,L53693,L,301.1,310.0,38.0,17,0,0,0,0,0,0,0.31595430690754334,12.006263662486647,8.899999999999977
6515,L53694,L,301.0,309.9,41.8,19,0,0,0,0,0,0,0.3159543069071994,13.206890028720933,8.899999999999977
6516,L53695,L,301.0,310.0,43.5,21,0,0,0,0,0,0,0.3159543069055788,13.744012350392678,9.0
6517,H35930,H,301.1,310.0,40.1,23,0,0,0,0,0,0,0.3159543069049468,12.669767706888367,8.899999999999977
6518,L53697,L,301.1,310.1,36.6,28,0,0,0,0,0,0,0.315954306909023,11.563927632870241,9.0
6519,H35932,H,301.0,310.0,67.9,30,0,0,0,0,0,0,0.31595430687988985,21.45329743714452,9.0
6520,L53699,L,301.1,310.1,46.9,35,0,0,0,0,0,0,0.31595430690127796,14.818256993669936,9.0
6521,M21380,M,301.2,310.1,34.9,37,0,0,0,0,0,0,0.315954306914686,11.02680531132254,8.900000000000034
6522,L53701,L,301.1,310.1,27.2,40,0,0,0,0,0,0,0.315954306914686,8.59395714807946,9.0
6523,L53702,L,301.1,310.1,45.8,42,0,0,0,0,0,0,0.31595430690613263,14.470707256300873,9.0
6524,M21383,M,301.1,310.2,27.7,44,0,0,0,0,0,0,0.31595430692034193,8.75193430169347,9.099999999999966
6525,L53704,L,301.1,310.4,24.8,47,0,0,0,0,0,0,0.31595430692091714,7.835666811638745,9.299999999999955
6526,L53705,L,301.1,310.4,73.6,49,1,0,0,1,0,0,0.31595430689205317,23.254236987255112,9.299999999999955
6527,L53706,L,301.2,310.4,38.4,51,0,0,0,0,0,0,0.31595430690765675,12.132645385254019,9.199999999999989
6528,L53707,L,301.2,310.4,44.4,53,0,0,0,0,0,0,0.31595430690771314,14.028371226702463,9.199999999999989
6529,L53708,L,301.2,310.5,40.0,55,0,0,0,0,0,0,0.3159543069093373,12.638172276373492,9.300000000000011
6530,L53709,L,301.3,310.6,40.9,57,0,0,0,0,0,0,0.315954306905641,12.922531152440717,9.300000000000011
6531,H35944,H,301.3,310.6,32.5,59,0,0,0,0,0,0,0.31595430691217496,10.268514974645687,9.300000000000011
6532,H35945,H,301.2,310.7,26.2,64,0,0,0,0,0,0,0.31595430691430054,8.278002841154674,9.5
6533,H35946,H,301.2,310.6,52.0,69,0,0,0,0,0,0,0.31595430689592086,16.429623958587886,9.400000000000034
6534,L53713,L,301.3,310.7,47.2,74,0,0,0,0,0,0,0.3159543069070253,14.913043286011595,9.399999999999977
6535,L53714,L,301.3,310.6,44.2,76,0,0,0,0,0,0,0.31595430690265824,13.965180365097495,9.300000000000011
6536,H35949,H,301.2,310.5,43.6,78,0,0,0,0,0,0,0.3159543069070835,13.77560778114884,9.300000000000011
6537,L53716,L,301.3,310.5,47.1,83,0,0,0,0,0,0,0.315954306900443,14.881447855010867,9.199999999999989
6538,M21397,M,301.3,310.5,39.7,85,0,0,0,0,0,0,0.315954306905641,12.54338598415395,9.199999999999989
6539,L53718,L,301.4,310.7,44.6,88,0,0,0,0,0,0,0.3159543069060108,14.091562088008082,9.300000000000011
6540,L53719,L,301.4,310.7,54.1,90,0,0,0,0,0,0,0.31595430690265824,17.09312800343381,9.300000000000011
6541,M21400,M,301.4,310.7,63.7,92,1,0,0,1,0,0,0.3159543068973386,20.12628934936047,9.300000000000011
6542,L53721,L,301.4,310.7,38.3,95,0,0,0,0,0,0,0.3159543069073147,12.101049954550152,9.300000000000011
6543,L53722,L,301.4,310.8,36.9,97,0,0,0,0,0,0,0.3159543069091808,11.65871392494877,9.400000000000034
6544,L53723,L,301.4,310.8,29.6,99,0,0,0,0,0,0,0.31595430691585713,9.352247484709372,9.400000000000034
6545,M21404,M,301.4,310.7,46.5,101,0,0,0,0,0,0,0.3159543069049468,14.691875271080026,9.300000000000011
6546,M21405,M,301.4,310.8,30.3,104,0,0,0,0,0,0,0.3159543069171978,9.573415499591093,9.400000000000034
6547,M21406,M,301.4,310.8,39.9,107,0,0,0,0,0,0,0.31595430690848764,12.606576845648656,9.400000000000034
6548,L53727,L,301.4,310.8,29.2,110,0,0,0,0,0,0,0.31595430691726145,9.225865761984034,9.400000000000034
6549,L53728,L,301.4,310.8,24.1,112,0,0,0,0,0,0,0.3159543069181813,7.614498796728171,9.400000000000034
6550,H35963,H,301.3,310.6,44.0,114,0,0,0,0,0,0,0.31595430690832416,13.901989503966263,9.300000000000011
6551,L53730,L,301.3,310.7,46.0,119,0,0,0,0,0,0,0.31595430690771314,14.533898117754804,9.399999999999977
6552,L53731,L,301.4,310.7,36.5,121,0,0,0,0,0,0,0.3159543069126572,11.532332202311988,9.300000000000011
6553,L53732,L,301.4,310.7,26.1,123,0,0,0,0,0,0,0.315954306918646,8.246407410576662,9.300000000000011
6554,L53733,L,301.4,310.8,52.7,125,0,0,0,0,0,0,0.3159543068990978,16.650791973582457,9.400000000000034
6555,M21414,M,301.4,310.7,29.8,127,0,0,0,0,0,0,0.3159543069136225,9.41543834602595,9.300000000000011
6556,H35969,H,301.5,310.7,46.7,130,0,0,0,0,0,0,0.31595430689950055,14.755066132206677,9.199999999999989
6557,L53736,L,301.5,310.7,27.9,135,0,0,0,0,0,0,0.3159543069154288,8.815125162940463,9.199999999999989
6558,M21417,M,301.5,310.6,31.9,137,0,0,0,0,0,0,0.3159543069135817,10.078942390543254,9.100000000000023
6559,M21418,M,301.5,310.6,41.9,140,0,0,0,0,0,0,0.31595430690342324,13.238485459253434,9.100000000000023
6560,H35973,H,301.5,310.6,39.0,143,0,0,0,0,0,0,0.31595430690748644,12.322217969391971,9.100000000000023
6561,L53740,L,301.6,310.8,21.8,148,0,0,0,0,0,0,0.31595430692276527,6.887803890916283,9.199999999999989
6562,L53741,L,301.5,310.7,35.4,150,0,0,0,0,0,0,0.31595430691177007,11.18478246467666,9.199999999999989
